datetime,Qin,Qout,H,r
2014/9/6 6:30,5.97,6.29,165.31,0
2014/9/6 6:40,5.97,6.28,165.31,0
2014/9/6 6:50,5.97,6.29,165.3,0
2014/9/6 7:00,5.22,6.29,165.3,0
2014/9/6 7:10,5.22,6.28,165.3,0
2014/9/6 7:20,5.22,6.3,165.3,0
2014/9/6 7:30,5.22,6.29,165.3,0
2014/9/6 7:40,5.22,6.28,165.3,0
2014/9/6 7:50,5.22,6.29,165.3,0
2014/9/6 8:00,5.24,6.28,165.3,0
2014/9/6 8:10,5.24,6.29,165.3,0
2014/9/6 8:20,5.24,6.29,165.29,0
2014/9/6 8:30,5.24,4.88,165.29,0
2014/9/6 8:40,5.24,4.88,165.29,0
2014/9/6 8:50,5.24,4.88,165.29,0
2014/9/6 9:00,4.83,4.88,165.29,0
2014/9/6 9:10,4.83,4.42,165.29,0
2014/9/6 9:20,4.83,4.43,165.29,0
2014/9/6 9:30,4.83,4.43,165.29,0
2014/9/6 9:40,4.83,4.44,165.29,0
2014/9/6 9:50,4.83,4.43,165.29,0
2014/9/6 10:00,3.91,4.43,165.29,0
2014/9/6 10:10,3.91,3.55,165.29,0
2014/9/6 10:20,3.91,3.55,165.29,0
2014/9/6 10:30,3.91,3.54,165.29,0
2014/9/6 10:40,3.91,3.55,165.29,0
2014/9/6 10:50,3.91,3.55,165.29,0
2014/9/6 11:00,4.04,3.54,165.29,0
2014/9/6 11:10,4.04,3.55,165.29,0
2014/9/6 11:20,4.04,3.53,165.29,0
2014/9/6 11:30,4.04,3.55,165.29,0
2014/9/6 11:40,4.04,3.54,165.29,0
2014/9/6 11:50,4.04,3.55,165.29,0
2014/9/6 12:00,3.58,3.53,165.29,0
2014/9/6 12:10,3.58,3.22,165.29,0
2014/9/6 12:20,3.58,3.23,165.29,0
2014/9/6 12:30,3.58,3.24,165.29,0
2014/9/6 12:40,3.58,3.24,165.29,0
2014/9/6 12:50,3.58,3.23,165.3,0
2014/9/6 13:00,4.44,3.23,165.3,0
2014/9/6 13:10,4.44,3.23,165.3,0
2014/9/6 13:20,4.44,3.23,165.3,0
2014/9/6 13:30,4.44,3.22,165.3,0
2014/9/6 13:40,4.44,3.24,165.3,0
2014/9/6 13:50,4.44,3.23,165.3,0
2014/9/6 14:00,4.29,3.22,165.3,0
2014/9/6 14:10,4.29,3.22,165.3,0
2014/9/6 14:20,4.29,3.23,165.3,0
2014/9/6 14:30,4.29,3.24,165.3,0
2014/9/6 14:40,4.29,3.23,165.31,0
2014/9/6 14:50,4.29,4.73,165.31,0
2014/9/6 15:00,4.47,4.74,165.31,0
2014/9/6 15:10,4.47,4.74,165.31,0
2014/9/6 15:20,4.47,4.73,165.31,0
2014/9/6 15:30,4.47,4.74,165.31,0
2014/9/6 15:40,4.47,4.73,165.31,0
2014/9/6 15:50,4.47,4.74,165.31,0
2014/9/6 16:00,5.22,4.74,165.31,0
2014/9/6 16:10,5.22,5.56,165.31,0
2014/9/6 16:20,5.22,5.56,165.31,0
2014/9/6 16:30,5.22,5.56,165.31,0
2014/9/6 16:40,5.22,5.56,165.31,0
2014/9/6 16:50,5.22,5.56,165.31,0
2014/9/6 17:00,5.12,5.57,165.31,0
2014/9/6 17:10,5.12,5.57,165.31,0
2014/9/6 17:20,5.12,5.56,165.31,1
2014/9/6 17:30,5.12,5.55,165.31,0
2014/9/6 17:40,5.12,5.56,165.31,0
2014/9/6 17:50,5.12,5.56,165.31,1
2014/9/6 18:00,5.53,5.56,165.31,0
2014/9/6 18:10,5.53,5.56,165.31,0
2014/9/6 18:20,5.53,5.57,165.31,0
2014/9/6 18:30,5.53,5.57,165.3,0
2014/9/6 18:40,5.53,5.56,165.3,0
2014/9/6 18:50,5.53,5.56,165.3,1
2014/9/6 19:00,4.52,5.57,165.3,0
2014/9/6 19:10,4.52,5.56,165.3,0
2014/9/6 19:20,4.52,5.57,165.3,0
2014/9/6 19:30,4.52,5.56,165.3,1
2014/9/6 19:40,4.52,5.56,165.3,0
2014/9/6 19:50,4.52,5.55,165.3,0
2014/9/6 20:00,4.51,5.55,165.3,0
2014/9/6 20:10,4.51,5.57,165.3,0
2014/9/6 20:20,4.51,5.56,165.3,0
2014/9/6 20:30,4.51,5.56,165.3,0
2014/9/6 20:40,4.51,5.56,165.3,0
2014/9/6 20:50,4.51,5.56,165.3,0
2014/9/6 21:00,5.56,5.55,165.3,0
2014/9/6 21:10,5.56,5.55,165.3,0
2014/9/6 21:20,5.56,5.55,165.3,0
2014/9/6 21:30,5.56,5.55,165.3,0
2014/9/6 21:40,5.56,5.56,165.3,0
2014/9/6 21:50,5.56,5.56,165.3,0
2014/9/6 22:00,5.56,5.56,165.3,0
2014/9/6 22:10,5.56,5.55,165.3,0
2014/9/6 22:20,5.56,5.55,165.3,0
2014/9/6 22:30,5.56,5.55,165.3,0
2014/9/6 22:40,5.56,5.57,165.3,0
2014/9/6 22:50,5.56,5.55,165.3,0
2014/9/6 23:00,5.56,5.56,165.3,0
2014/9/6 23:10,5.56,5.56,165.3,0
2014/9/6 23:20,5.56,5.56,165.3,0
2014/9/6 23:30,5.56,5.55,165.3,0
2014/9/6 23:40,5.56,5.57,165.31,0
2014/9/6 23:50,5.56,5.55,165.31,0
2014/9/7 0:00,6.6,5.56,165.31,0
2014/9/7 0:10,6.6,7.06,165.31,0
2014/9/7 0:20,6.6,7.06,165.32,0
2014/9/7 0:30,10.38,7.06,165.32,0
2014/9/7 0:40,10.76,11.17,165.32,0
2014/9/7 0:50,9.85,11.56,165.32,0
2014/9/7 1:00,10.76,10.57,165.32,0
2014/9/7 1:10,11.55,11.57,165.32,0
2014/9/7 1:20,10.49,12.33,165.32,0
2014/9/7 1:30,11.07,11.29,165.32,0
2014/9/7 1:40,11.47,11.8,165.32,0
2014/9/7 1:50,11.58,12.23,165.32,0
2014/9/7 2:00,11.78,12.22,165.32,0
2014/9/7 2:10,11.99,12.49,165.32,0
2014/9/7 2:20,12.1,12.72,165.32,0
2014/9/7 2:30,10.38,12.72,165.31,0
