datetime,Qin,Qout,H,r
2015/9/23 9:40,3.33,2.92,165.29,0
2015/9/23 9:50,3.33,2.91,165.29,0
2015/9/23 10:00,3.33,2.92,165.29,0
2015/9/23 10:10,3.33,2.91,165.29,0
2015/9/23 10:20,3.33,2.91,165.29,0
2015/9/23 10:30,3.33,2.92,165.29,0
2015/9/23 10:40,3.33,2.91,165.29,0
2015/9/23 10:50,3.33,2.91,165.29,0
2015/9/23 11:00,3.33,2.91,165.29,0
2015/9/23 11:10,3.33,2.91,165.29,0
2015/9/23 11:20,3.33,2.91,165.29,0
2015/9/23 11:30,3.33,2.93,165.29,0
2015/9/23 11:40,3.33,2.91,165.29,0
2015/9/23 11:50,3.33,2.91,165.29,0
2015/9/23 12:00,3.33,2.9,165.29,0
2015/9/23 12:10,3.33,2.91,165.29,0
2015/9/23 12:20,3.33,2.92,165.29,0
2015/9/23 12:30,3.33,2.91,165.29,0
2015/9/23 12:40,3.33,2.9,165.29,0
2015/9/23 12:50,3.33,2.92,165.29,0
2015/9/23 13:00,3.33,2.91,165.29,0
2015/9/23 13:10,3.33,2.9,165.3,0
2015/9/23 13:20,3.33,2.91,165.3,0
2015/9/23 13:30,3.33,2.91,165.3,0
2015/9/23 13:40,3.33,2.91,165.3,0
2015/9/23 13:50,3.33,2.9,165.3,0
2015/9/23 14:00,3.33,2.9,165.3,0
2015/9/23 14:10,3.33,2.91,165.3,0
2015/9/23 14:20,3.33,2.91,165.3,0
2015/9/23 14:30,3.33,2.92,165.3,0
2015/9/23 14:40,3.33,2.91,165.3,0
2015/9/23 14:50,3.33,2.91,165.3,0
2015/9/23 15:00,3.33,2.91,165.3,0
2015/9/23 15:10,3.33,2.91,165.3,0
2015/9/23 15:20,3.33,2.91,165.3,0
2015/9/23 15:30,3.33,2.91,165.3,0
2015/9/23 15:40,3.33,2.91,165.3,0
2015/9/23 15:50,3.33,2.9,165.3,0
2015/9/23 16:00,3.33,2.93,165.3,0
2015/9/23 16:10,3.33,2.92,165.3,0
2015/9/23 16:20,3.33,2.92,165.3,0
2015/9/23 16:30,3.33,2.92,165.3,0
2015/9/23 16:40,3.33,2.91,165.3,0
2015/9/23 16:50,3.33,2.91,165.3,0
2015/9/23 17:00,3.33,2.92,165.3,0
2015/9/23 17:10,3.33,2.91,165.3,0
2015/9/23 17:20,3.33,2.92,165.3,0
2015/9/23 17:30,3.32,2.92,165.31,0
2015/9/23 17:40,3.32,3.72,165.31,0
2015/9/23 17:50,3.32,3.71,165.31,0
2015/9/23 18:00,3.32,3.72,165.31,0
2015/9/23 18:10,3.32,3.71,165.31,0
2015/9/23 18:20,3.32,3.72,165.31,0
2015/9/23 18:30,3.32,3.72,165.31,0
2015/9/23 18:40,3.32,3.71,165.31,0
2015/9/23 18:50,3.32,3.71,165.31,0
2015/9/23 19:00,3.32,3.71,165.31,0
2015/9/23 19:10,3.32,3.71,165.31,0
2015/9/23 19:20,3.32,3.71,165.31,0
2015/9/23 19:30,3.32,3.72,165.31,0
2015/9/23 19:40,3.32,3.7,165.31,0
2015/9/23 19:50,3.32,3.71,165.31,0
2015/9/23 20:00,3.32,3.71,165.31,0
2015/9/23 20:10,3.32,3.7,165.31,0
2015/9/23 20:20,3.32,3.71,165.31,0
2015/9/23 20:30,3.32,3.7,165.31,0
2015/9/23 20:40,3.32,3.71,165.31,0
2015/9/23 20:50,3.32,3.71,165.3,0
2015/9/23 21:00,3.32,3.7,165.3,0
2015/9/23 21:10,3.32,3.72,165.3,0
2015/9/23 21:20,3.32,3.71,165.3,0
2015/9/23 21:30,3.32,3.7,165.3,0
2015/9/23 21:40,3.32,3.7,165.3,0
2015/9/23 21:50,3.32,3.71,165.3,0
2015/9/23 22:00,3.32,3.71,165.3,0
2015/9/23 22:10,3.32,3.7,165.3,0
2015/9/23 22:20,3.32,3.7,165.3,0
2015/9/23 22:30,3.32,3.7,165.3,0
2015/9/23 22:40,3.32,3.71,165.3,0
2015/9/23 22:50,3.32,3.71,165.3,0
2015/9/23 23:00,3.32,3.71,165.3,0
2015/9/23 23:10,3.32,3.71,165.3,0
2015/9/23 23:20,3.32,3.72,165.3,0
2015/9/23 23:30,3.32,3.71,165.3,1
2015/9/23 23:40,3.32,3.7,165.3,1
2015/9/23 23:50,3.32,3.71,165.3,1
2015/9/24 0:00,3.32,3.72,165.3,1
2015/9/24 0:10,3.32,3.71,165.3,1
2015/9/24 0:20,3.32,3.71,165.3,1
2015/9/24 0:30,3.32,3.71,165.3,1
2015/9/24 0:40,3.32,3.7,165.3,0
2015/9/24 0:50,3.32,3.7,165.3,1
2015/9/24 1:00,3.32,3.71,165.3,0
2015/9/24 1:10,3.32,3.71,165.3,0
2015/9/24 1:20,3.32,3.71,165.3,1
2015/9/24 1:30,3.32,3.71,165.3,1
2015/9/24 1:40,3.32,3.71,165.3,0
2015/9/24 1:50,3.32,3.71,165.3,0
2015/9/24 2:00,3.32,3.71,165.3,0
2015/9/24 2:10,3.32,3.72,165.3,1
2015/9/24 2:20,3.32,3.72,165.3,2
2015/9/24 2:30,3.32,3.71,165.3,2
2015/9/24 2:40,3.32,3.71,165.3,1
2015/9/24 2:50,3.32,3.71,165.3,1
2015/9/24 3:00,3.32,3.72,165.3,4
2015/9/24 3:10,3.32,3.71,165.31,3
2015/9/24 3:20,3.92,3.72,165.32,4
2015/9/24 3:30,3.92,4.68,165.32,4
2015/9/24 3:40,13.03,4.68,165.33,3
2015/9/24 3:50,19.83,11.15,165.34,2
2015/9/24 4:00,19.83,13.36,165.34,1
2015/9/24 4:10,19.83,13.37,165.34,1
