datetime,Qin,Qout,H,r
2015/3/8 18:00,6.1,6.55,168.61,0
2015/3/8 18:10,6.1,6.55,168.61,0
2015/3/8 18:20,6.1,6.55,168.61,0
2015/3/8 18:30,6.1,6.56,168.61,0
2015/3/8 18:40,6.1,6.55,168.6,0
2015/3/8 18:50,6.1,6.54,168.6,0
2015/3/8 19:00,5.29,6.55,168.6,0
2015/3/8 19:10,5.29,6.54,168.6,0
2015/3/8 19:20,5.29,6.56,168.6,0
2015/3/8 19:30,5.29,6.54,168.6,0
2015/3/8 19:40,5.29,6.55,168.6,0
2015/3/8 19:50,5.29,6.55,168.6,0
2015/3/8 20:00,5.32,6.55,168.6,0
2015/3/8 20:10,5.32,6.55,168.6,0
2015/3/8 20:20,5.32,6.56,168.59,0
2015/3/8 20:30,5.32,4.84,168.59,0
2015/3/8 20:40,5.32,4.85,168.59,0
2015/3/8 20:50,5.32,4.85,168.59,0
2015/3/8 21:00,4.82,4.85,168.59,0
2015/3/8 21:10,4.82,4.35,168.59,0
2015/3/8 21:20,4.82,4.33,168.59,0
2015/3/8 21:30,4.82,4.33,168.59,0
2015/3/8 21:40,4.82,4.34,168.59,0
2015/3/8 21:50,4.82,4.35,168.59,0
2015/3/8 22:00,3.73,4.34,168.59,0
2015/3/8 22:10,3.73,3.23,168.59,0
2015/3/8 22:20,3.73,3.24,168.59,0
2015/3/8 22:30,3.73,3.26,168.59,0
2015/3/8 22:40,3.73,3.26,168.59,0
2015/3/8 22:50,3.73,3.24,168.59,0
2015/3/8 23:00,3.86,3.25,168.59,0
2015/3/8 23:10,3.86,3.26,168.59,0
2015/3/8 23:20,3.86,3.24,168.59,0
2015/3/8 23:30,3.86,3.25,168.59,0
2015/3/8 23:40,3.86,3.25,168.59,0
2015/3/8 23:50,3.86,3.24,168.59,0
2015/3/9 0:00,3.29,3.25,168.59,0
2015/3/9 0:10,3.29,2.83,168.59,0
2015/3/9 0:20,3.29,2.82,168.59,0
2015/3/9 0:30,3.29,2.83,168.59,0
2015/3/9 0:40,3.29,2.82,168.6,0
2015/3/9 0:50,3.29,2.82,168.6,0
2015/3/9 1:00,4.28,2.84,168.6,0
2015/3/9 1:10,4.28,2.83,168.6,0
2015/3/9 1:20,4.28,2.84,168.6,0
2015/3/9 1:30,4.28,2.82,168.6,0
2015/3/9 1:40,4.28,2.82,168.6,0
2015/3/9 1:50,4.28,2.84,168.61,0
2015/3/9 2:00,5.39,4.83,168.61,0
2015/3/9 2:10,5.39,5.94,168.61,0
2015/3/9 2:20,5.39,5.95,168.61,0
2015/3/9 2:30,5.39,5.94,168.61,0
2015/3/9 2:40,5.39,5.94,168.61,0
2015/3/9 2:50,5.39,5.95,168.61,0
2015/3/9 3:00,5.66,5.94,168.61,0
2015/3/9 3:10,5.66,5.94,168.61,0
2015/3/9 3:20,5.66,5.95,168.61,0
2015/3/9 3:30,5.66,5.94,168.61,0
2015/3/9 3:40,5.66,5.94,168.61,0
2015/3/9 3:50,5.66,5.95,168.61,0
2015/3/9 4:00,5.9,5.95,168.61,0
2015/3/9 4:10,5.9,5.95,168.6,0
2015/3/9 4:20,5.9,5.94,168.6,0
2015/3/9 4:30,5.9,5.94,168.6,0
2015/3/9 4:40,5.9,5.94,168.6,0
2015/3/9 4:50,5.9,5.94,168.6,0
2015/3/9 5:00,4.72,5.95,168.6,0
2015/3/9 5:10,4.72,5.95,168.6,0
2015/3/9 5:20,4.72,5.95,168.6,0
2015/3/9 5:30,4.72,5.94,168.6,0
2015/3/9 5:40,4.72,5.95,168.6,0
2015/3/9 5:50,4.72,5.96,168.6,0
2015/3/9 6:00,3.49,5.95,168.59,0
2015/3/9 6:10,3.49,3.03,168.59,1
2015/3/9 6:20,3.49,3.03,168.59,0
2015/3/9 6:30,3.49,3.04,168.59,0
2015/3/9 6:40,3.49,3.04,168.59,0
2015/3/9 6:50,3.49,3.02,168.59,0
2015/3/9 7:00,3.38,3.03,168.59,0
2015/3/9 7:10,3.38,3.03,168.59,0
2015/3/9 7:20,3.38,3.04,168.59,0
2015/3/9 7:30,3.38,3.02,168.59,0
2015/3/9 7:40,3.38,3.03,168.6,0
2015/3/9 7:50,3.38,3.02,168.6,0
2015/3/9 8:00,4.38,3.03,168.6,1
2015/3/9 8:10,4.38,3.02,168.6,0
2015/3/9 8:20,4.38,3.02,168.6,1
2015/3/9 8:30,4.38,3.03,168.6,0
2015/3/9 8:40,4.38,3.02,168.6,1
2015/3/9 8:50,4.38,3.03,168.6,0
2015/3/9 9:00,5.24,3.02,168.61,0
2015/3/9 9:10,5.24,5.76,168.61,0
2015/3/9 9:20,5.24,5.75,168.61,1
2015/3/9 9:30,5.24,5.75,168.61,0
2015/3/9 9:40,5.24,5.76,168.61,0
2015/3/9 9:50,5.24,5.76,168.61,0
2015/3/9 10:00,5.51,5.76,168.61,1
2015/3/9 10:10,5.51,5.76,168.61,1
2015/3/9 10:20,5.51,5.76,168.61,0
2015/3/9 10:30,5.51,5.75,168.61,1
2015/3/9 10:40,5.51,5.75,168.61,0
2015/3/9 10:50,5.51,5.75,168.61,1
2015/3/9 11:00,5.89,5.75,168.61,1
2015/3/9 11:10,5.89,13.69,168.61,1
2015/3/9 11:20,5.89,13.69,168.61,2
2015/3/9 11:30,5.89,13.69,168.61,2
2015/3/9 11:40,5.89,13.7,168.61,1
2015/3/9 11:50,9.98,13.69,168.6,2
2015/3/9 12:00,10.07,13.69,168.6,1
2015/3/9 12:10,7.91,13.7,168.59,2
2015/3/9 12:20,7.91,13.7,168.59,1
2015/3/9 12:30,7.91,13.7,168.59,2
2015/3/9 12:40,7.91,13.7,168.59,2
2015/3/9 12:50,7.91,13.7,168.58,1
2015/3/9 13:00,9.42,13.7,168.58,1
2015/3/9 13:10,10.5,13.69,168.58,1
2015/3/9 13:20,11.23,13.7,168.58,1
2015/3/9 13:30,11.23,13.7,168.58,0
2015/3/9 13:40,11.23,13.7,168.58,1
