datetime,Qin,Qout,H,r
2018/4/5 19:20,2.39,2.07,168.49,0
2018/4/5 19:30,2.39,2.06,168.49,0
2018/4/5 19:40,2.39,2.07,168.49,0
2018/4/5 19:50,2.39,2.06,168.49,0
2018/4/5 20:00,2.39,2.07,168.49,0
2018/4/5 20:10,2.39,2.08,168.49,0
2018/4/5 20:20,2.39,2.07,168.49,0
2018/4/5 20:30,2.39,2.06,168.49,0
2018/4/5 20:40,2.39,2.07,168.49,0
2018/4/5 20:50,2.39,2.07,168.49,0
2018/4/5 21:00,2.39,2.07,168.49,0
2018/4/5 21:10,2.39,2.07,168.49,0
2018/4/5 21:20,2.39,2.07,168.49,0
2018/4/5 21:30,2.39,2.07,168.49,0
2018/4/5 21:40,2.39,2.07,168.49,0
2018/4/5 21:50,2.39,2.07,168.49,0
2018/4/5 22:00,2.39,2.07,168.49,0
2018/4/5 22:10,2.39,2.07,168.49,0
2018/4/5 22:20,2.39,2.07,168.49,0
2018/4/5 22:30,2.39,2.06,168.49,0
2018/4/5 22:40,2.39,2.07,168.49,0
2018/4/5 22:50,2.39,2.07,168.5,0
2018/4/5 23:00,2.39,2.07,168.5,0
2018/4/5 23:10,2.39,2.07,168.5,0
2018/4/5 23:20,2.39,2.06,168.5,0
2018/4/5 23:30,2.39,2.06,168.5,0
2018/4/5 23:40,2.39,2.07,168.5,0
2018/4/5 23:50,2.39,2.07,168.5,0
2018/4/6 0:00,2.39,2.07,168.5,0
2018/4/6 0:10,2.39,2.06,168.5,0
2018/4/6 0:20,2.39,2.06,168.5,0
2018/4/6 0:30,2.39,2.07,168.5,0
2018/4/6 0:40,2.39,2.07,168.5,0
2018/4/6 0:50,2.39,2.08,168.5,0
2018/4/6 1:00,2.39,2.06,168.5,0
2018/4/6 1:10,2.39,2.07,168.5,0
2018/4/6 1:20,2.39,2.08,168.5,0
2018/4/6 1:30,2.39,2.08,168.5,0
2018/4/6 1:40,2.39,2.08,168.5,0
2018/4/6 1:50,2.39,2.07,168.5,0
2018/4/6 2:00,2.39,2.07,168.5,0
2018/4/6 2:10,2.39,2.08,168.5,0
2018/4/6 2:20,2.39,2.07,168.5,0
2018/4/6 2:30,2.39,2.07,168.5,0
2018/4/6 2:40,2.39,2.06,168.5,0
2018/4/6 2:50,2.39,2.07,168.5,0
2018/4/6 3:00,2.39,2.06,168.5,0
2018/4/6 3:10,2.61,2.07,168.51,0
2018/4/6 3:20,2.61,3.09,168.51,0
2018/4/6 3:30,2.61,3.1,168.51,0
2018/4/6 3:40,2.61,3.1,168.51,0
2018/4/6 3:50,2.61,3.09,168.51,0
2018/4/6 4:00,2.61,3.1,168.51,0
2018/4/6 4:10,2.61,3.09,168.51,0
2018/4/6 4:20,2.61,3.09,168.51,0
2018/4/6 4:30,2.61,3.09,168.51,0
2018/4/6 4:40,2.61,3.09,168.51,0
2018/4/6 4:50,2.61,3.1,168.51,0
2018/4/6 5:00,2.61,3.1,168.51,0
2018/4/6 5:10,2.61,3.09,168.51,0
2018/4/6 5:20,2.61,3.1,168.51,0
2018/4/6 5:30,2.61,3.11,168.51,0
2018/4/6 5:40,2.61,3.09,168.5,0
2018/4/6 5:50,2.61,3.1,168.5,0
2018/4/6 6:00,2.61,3.1,168.5,0
2018/4/6 6:10,2.61,3.1,168.5,0
2018/4/6 6:20,2.61,3.11,168.5,0
2018/4/6 6:30,2.61,3.1,168.5,0
2018/4/6 6:40,2.61,3.09,168.5,0
2018/4/6 6:50,2.61,3.1,168.5,0
2018/4/6 7:00,2.61,3.1,168.5,0
2018/4/6 7:10,2.61,3.09,168.5,0
2018/4/6 7:20,2.61,3.09,168.5,0
2018/4/6 7:30,2.61,3.1,168.5,0
2018/4/6 7:40,2.61,3.1,168.5,0
2018/4/6 7:50,2.61,3.1,168.5,0
2018/4/6 8:00,2.61,3.1,168.5,0
2018/4/6 8:10,2.61,3.09,168.5,0
2018/4/6 8:20,2.61,3.1,168.5,0
2018/4/6 8:30,2.61,3.09,168.5,0
2018/4/6 8:40,2.61,3.1,168.5,0
2018/4/6 8:50,2.61,3.1,168.5,1
2018/4/6 9:00,2.61,3.09,168.5,0
2018/4/6 9:10,2.61,3.1,168.5,1
2018/4/6 9:20,2.61,3.1,168.5,1
2018/4/6 9:30,2.61,3.11,168.5,1
2018/4/6 9:40,2.61,3.11,168.5,0
2018/4/6 9:50,2.61,3.11,168.5,0
2018/4/6 10:00,2.61,3.1,168.5,1
2018/4/6 10:10,2.61,3.09,168.5,1
2018/4/6 10:20,2.61,3.1,168.5,0
2018/4/6 10:30,2.61,3.1,168.5,1
2018/4/6 10:40,2.61,3.11,168.5,1
2018/4/6 10:50,2.61,3.1,168.5,0
2018/4/6 11:00,2.61,3.11,168.5,2
2018/4/6 11:10,2.61,3.1,168.5,1
2018/4/6 11:20,2.61,3.11,168.5,2
2018/4/6 11:30,2.61,3.1,168.5,0
2018/4/6 11:40,2.61,3.1,168.5,1
2018/4/6 11:50,2.61,3.11,168.5,1
2018/4/6 12:00,2.61,3.1,168.5,1
2018/4/6 12:10,2.61,3.09,168.5,0
2018/4/6 12:20,2.61,3.1,168.51,1
2018/4/6 12:30,2.61,3.11,168.51,1
2018/4/6 12:40,2.61,3.1,168.51,1
2018/4/6 12:50,2.61,3.1,168.51,1
2018/4/6 13:00,3.33,3.11,168.52,3
2018/4/6 13:10,3.33,4.25,168.52,2
2018/4/6 13:20,11.84,4.25,168.53,1
2018/4/6 13:30,11.84,10.57,168.53,2
2018/4/6 13:40,11.84,12.99,168.53,1
2018/4/6 13:50,11.84,13.01,168.53,2
2018/4/6 14:00,11.84,13.01,168.53,2
2018/4/6 14:10,14.74,13.01,168.54,3
2018/4/6 14:20,14.74,13.72,168.54,1
2018/4/6 14:30,14.74,13.74,168.54,3
2018/4/6 14:40,18.32,13.74,168.55,3
2018/4/6 14:50,27.14,13.74,168.56,4
2018/4/6 15:00,24.27,13.73,168.57,1
2018/4/6 15:10,24.27,13.74,168.58,0
2018/4/6 15:20,24.27,13.74,168.58,1
2018/4/6 15:30,26.03,13.74,168.59,0
2018/4/6 15:40,22.42,13.75,168.6,0
2018/4/6 15:50,22.42,13.75,168.6,0
2018/4/6 16:00,26.04,13.75,168.61,0
2018/4/6 16:10,23.58,13.75,168.62,0
2018/4/6 16:20,28.5,13.75,168.63,0
2018/4/6 16:30,25.1,13.76,168.64,0
2018/4/6 16:40,25.1,24.11,168.64,0
2018/4/6 16:50,34.43,24.08,168.65,0
2018/4/6 17:00,40.66,33.28,168.67,0
2018/4/6 17:10,40.66,39.11,168.67,0
2018/4/6 17:20,50.39,39.11,168.68,0
2018/4/6 17:30,50.39,49.27,168.68,0
2018/4/6 17:40,50.39,49.26,168.68,0
2018/4/6 17:50,39.38,49.26,168.66,0
2018/4/6 18:00,39.38,49.25,168.65,0
2018/4/6 18:10,31.9,49.23,168.64,0
2018/4/6 18:20,26.54,49.23,168.62,0
2018/4/6 18:30,26.54,49.21,168.61,0
2018/4/6 18:40,28.15,49.2,168.59,0
2018/4/6 18:50,26.51,49.18,168.58,0
2018/4/6 19:00,24.61,49.18,168.56,0
2018/4/6 19:10,24.61,49.17,168.55,0
2018/4/6 19:20,24.59,49.16,168.53,0
2018/4/6 19:30,22.34,49.15,168.51,0
2018/4/6 19:40,22.25,40.27,168.49,0
2018/4/6 19:50,19.68,40.27,168.48,0
2018/4/6 20:00,19.68,40.26,168.47,0
2018/4/6 20:10,21.04,40.25,168.45,0
2018/4/6 20:20,19.66,40.24,168.44,0
2018/4/6 20:30,18.06,40.24,168.42,0
2018/4/6 20:40,18.06,40.22,168.41,0
2018/4/6 20:50,19.63,25.3,168.4,0
2018/4/6 21:00,12.44,25.29,168.39,0
2018/4/6 21:10,13.29,25.29,168.38,0
2018/4/6 21:20,13.29,25.31,168.38,0
2018/4/6 21:30,18.09,25.29,168.37,0
2018/4/6 21:40,18.09,25.29,168.37,0
2018/4/6 21:50,16.28,25.3,168.36,0
2018/4/6 22:00,11.41,18.03,168.35,0
2018/4/6 22:10,11.41,18.03,168.35,0
2018/4/6 22:20,11.41,18.02,168.35,0
2018/4/6 22:30,13.53,18.03,168.34,0
2018/4/6 22:40,13.53,18.03,168.34,0
2018/4/6 22:50,13.53,13.39,168.34,0
2018/4/6 23:00,13.53,13.4,168.34,0
2018/4/6 23:10,13.53,13.27,168.34,0
2018/4/6 23:20,13.53,9.25,168.34,0
2018/4/6 23:30,13.53,9.26,168.34,0
2018/4/6 23:40,13.53,9.26,168.34,0
2018/4/6 23:50,13.53,9.25,168.34,0
2018/4/7 0:00,13.53,7.0,168.34,0
2018/4/7 0:10,13.53,6.99,168.34,0
2018/4/7 0:20,13.53,6.99,168.34,0
2018/4/7 0:30,13.53,7.0,168.35,0
2018/4/7 0:40,13.53,7.0,168.35,0
2018/4/7 0:50,13.53,7.0,168.35,0
2018/4/7 1:00,13.53,6.99,168.35,0
2018/4/7 1:10,11.5,7.01,168.36,0
2018/4/7 1:20,11.5,5.81,168.36,0
2018/4/7 1:30,11.5,5.82,168.36,0
2018/4/7 1:40,10.29,5.81,168.37,0
2018/4/7 1:50,10.29,5.07,168.37,0
2018/4/7 2:00,10.29,5.07,168.37,0
2018/4/7 2:10,10.41,5.08,168.38,0
2018/4/7 2:20,10.41,5.07,168.38,0
2018/4/7 2:30,10.41,5.06,168.38,0
2018/4/7 2:40,10.41,5.07,168.38,0
2018/4/7 2:50,8.97,5.07,168.39,0
2018/4/7 3:00,8.97,4.56,168.39,0
2018/4/7 3:10,8.97,4.56,168.39,0
2018/4/7 3:20,8.89,4.57,168.4,0
2018/4/7 3:30,8.89,4.54,168.4,0
2018/4/7 3:40,8.89,4.55,168.4,0
2018/4/7 3:50,10.33,4.57,168.41,0
2018/4/7 4:00,10.33,6.6,168.41,0
2018/4/7 4:10,10.33,6.61,168.41,0
2018/4/7 4:20,10.33,6.59,168.41,0
2018/4/7 4:30,10.33,6.6,168.41,0
2018/4/7 4:40,8.88,6.6,168.42,0
2018/4/7 4:50,8.88,5.62,168.42,0
2018/4/7 5:00,8.88,5.62,168.42,0
2018/4/7 5:10,8.88,5.62,168.42,0
2018/4/7 5:20,8.88,5.63,168.42,0
2018/4/7 5:30,8.63,5.61,168.43,0
2018/4/7 5:40,8.63,5.63,168.43,0
2018/4/7 5:50,8.63,5.61,168.43,0
2018/4/7 6:00,8.63,5.62,168.43,0
2018/4/7 6:10,8.63,5.62,168.43,0
2018/4/7 6:20,8.63,5.62,168.43,0
2018/4/7 6:30,8.63,5.62,168.43,0
2018/4/7 6:40,8.63,5.62,168.43,0
2018/4/7 6:50,7.59,5.62,168.44,0
2018/4/7 7:00,7.59,5.07,168.44,0
2018/4/7 7:10,7.59,5.07,168.44,0
2018/4/7 7:20,7.59,5.08,168.44,0
2018/4/7 7:30,7.59,5.08,168.44,0
2018/4/7 7:40,7.59,5.07,168.44,0
2018/4/7 7:50,7.33,5.07,168.45,0
2018/4/7 8:00,7.33,5.08,168.45,0
2018/4/7 8:10,7.33,5.07,168.45,0
2018/4/7 8:20,7.33,5.08,168.45,0
2018/4/7 8:30,7.33,5.08,168.45,0
2018/4/7 8:40,7.33,5.06,168.45,0
2018/4/7 8:50,7.33,5.07,168.45,0
2018/4/7 9:00,7.33,5.07,168.45,0
2018/4/7 9:10,6.88,5.07,168.46,0
2018/4/7 9:20,6.88,5.07,168.46,0
2018/4/7 9:30,6.88,5.06,168.46,0
2018/4/7 9:40,6.88,5.07,168.46,0
2018/4/7 9:50,6.88,5.08,168.46,0
2018/4/7 10:00,6.88,5.08,168.46,0
